,Country,Job Title,Gender,Quantity,Percentage
1758,Romania,database designer,female,1,0.01%
1759,Romania,database engineer,female,1,0.01%
1760,Romania,database manager,female,1,0.01%
1761,Spain,database technician,male,1,0.01%
1762,Spain,field traffic data technician,male,1,0.01%
1763,Spain,flight data technician,male,1,0.01%
1764,Spain,flight test data acquisition technician,female,1,0.01%
1765,Spain,internet database specialist,male,1,0.01%
1766,Spain,lidar data analyst,female,1,0.01%
1767,Spain,lidar data analyst,male,1,0.01%
1768,Spain,maintenance data analyst,male,1,0.01%
1769,Spain,marketing database analyst,male,1,0.01%
1770,Spain,medical data analyst,male,1,0.01%
1771,Spain,micro computer data processor,male,1,0.01%
1772,Spain,reference data expert,female,1,0.01%
1773,Spain,reference data expert,male,1,0.01%
1774,Spain,scada operator supervisory control and data acquisition operator,male,1,0.01%
1775,Spain,scada technician supervisory control and data acquisition technician,female,1,0.01%
1776,Spain,survey data technician,female,1,0.01%
1777,Spain,voice and data technician,female,1,0.01%
1778,Spain,voice and data technician,male,1,0.01%
1779,Sweden,automatic data processing planner,female,1,0.01%
1780,Sweden,automatic data processing systems security specialist adp systems security,female,1,0.01%
1781,Sweden,clinical data management manager cdm manager,female,1,0.01%
1782,Sweden,computer or data processing systems consultant,female,1,0.01%
1783,Spain,engineer system electronic data processing engineer system edp,male,1,0.01%
1784,Spain,database modeler,male,1,0.01%
1785,Sweden,crime data specialist,male,1,0.01%
1786,Spain,database modeler,female,1,0.01%
1787,Spain,data entry specialist,female,1,0.01%
1788,Spain,data entry supervisor,male,1,0.01%
1789,Spain,data examination clerk,male,1,0.01%
1790,Spain,data input clerk,male,1,0.01%
1791,Spain,data keyer,male,1,0.01%
1792,Spain,data management manager,male,1,0.01%
1793,Spain,data modeler,male,1,0.01%
1794,Spain,data officer,female,1,0.01%
1795,Spain,data officer,male,1,0.01%
1796,Spain,data processing auditor,female,1,0.01%
1797,Spain,data processing equipment repairer,female,1,0.01%
1798,Spain,data processing mechanic,male,1,0.01%
1799,Spain,data processing supervisor,female,1,0.01%
1800,Spain,data processing supervisor,male,1,0.01%
1801,Spain,data reviewer,female,1,0.01%
1802,Spain,data typist,female,1,0.01%
1803,Spain,database administration manager,female,1,0.01%
1804,Spain,database consultant,female,1,0.01%
1805,Spain,database developer,female,1,0.01%
1806,Spain,database development project manager,female,1,0.01%
1807,Spain,database development project manager,male,1,0.01%
1808,Sweden,computer or data processing systems consultant,male,1,0.01%
1809,Sweden,data acquisition technician,male,1,0.01%
1810,Romania,database manager,male,1,0.01%
1811,Sweden,database coordinator,male,1,0.01%
1812,Sweden,database design analyst,male,1,0.01%
1813,Sweden,database designer,female,1,0.01%
1814,Sweden,database designer,male,1,0.01%
1815,Sweden,database developer,male,1,0.01%
1816,Sweden,database development project manager,male,1,0.01%
1817,Sweden,database management system specialist dbms specialist,female,1,0.01%
1818,Sweden,database management system specialist dbms specialist,male,1,0.01%
1819,Sweden,database manager,female,1,0.01%
1820,Sweden,database manager,male,1,0.01%
1821,Sweden,database marketing analyst,female,1,0.01%
1822,Sweden,database marketing analyst,male,1,0.01%
1823,Sweden,database programmer,female,1,0.01%
1824,Sweden,database security administrator,female,1,0.01%
1825,Sweden,database software technician,female,1,0.01%
1826,Sweden,database tester,male,1,0.01%
1827,Sweden,databases computer consultant,male,1,0.01%
1828,Sweden,engineer system electronic data processing engineer system edp,female,1,0.01%
1829,Sweden,geographic information systems data administrator gis data administrator,male,1,0.01%
1830,Sweden,geographic information systems data manager gis data manager,male,1,0.01%
1831,Sweden,head of information systems and data processing,male,1,0.01%
1832,Sweden,oracle database administrator oracle dba,male,1,0.01%
1833,Sweden,database design analyst,female,1,0.01%
1834,Sweden,database coordinator,female,1,0.01%
1835,Sweden,data administrator,male,1,0.01%
1836,Sweden,database consultant,male,1,0.01%
1837,Sweden,data analysis assistant,female,1,0.01%
1838,Sweden,data center operator,female,1,0.01%
1839,Sweden,data coder operator,female,1,0.01%
1840,Sweden,data coder operator,male,1,0.01%
1841,Sweden,data collection technician,male,1,0.01%
1842,Sweden,data communications analyst,female,1,0.01%
1843,Sweden,data communications software consultant,female,1,0.01%
1844,Sweden,data conversion operator,female,1,0.01%
1845,Sweden,data entry associate,male,1,0.01%
1846,Sweden,data entry operator,male,1,0.01%
1847,Sweden,data entry representative,male,1,0.01%
1848,Sweden,data management information technology specialist,male,1,0.01%
1849,Sweden,data modeler,male,1,0.01%
1850,Sweden,data modeling specialist,female,1,0.01%
1851,Sweden,data processing manager,male,1,0.01%
1852,Sweden,data security administrator,female,1,0.01%
1853,Sweden,data security analyst,male,1,0.01%
1854,Sweden,data systems manager,male,1,0.01%
1855,Sweden,data warehouse architect,male,1,0.01%
1856,Sweden,database administration associate,male,1,0.01%
1857,Sweden,database architect,female,1,0.01%
1858,Spain,data entry representative,female,1,0.01%
1859,Spain,data entry operator,male,1,0.01%
1860,Spain,data entry machine operator,male,1,0.01%
1861,Romania,micro computer data processor,female,1,0.01%
1862,Romania,scada technician supervisory control and data acquisition technician,male,1,0.01%
1863,Romania,voice and data technician,male,1,0.01%
1864,Slovakia,automatic data processing customer liaison adp customer liaison,female,1,0.01%
1865,Slovakia,automatic data processing planner adp planner,female,1,0.01%
1866,Slovakia,automatic data processing systems security specialist adp systems security,female,1,0.01%
1867,Slovakia,computer or data processing systems consultant,female,1,0.01%
1868,Slovakia,computer or data processing systems consultant,male,1,0.01%
1869,Slovakia,data acquisition technician,female,1,0.01%
1870,Slovakia,data base design analyst,male,1,0.01%
1871,Slovakia,data capture specialist,male,1,0.01%
1872,Slovakia,data communications analyst,female,1,0.01%
1873,Slovakia,data conversion operator,female,1,0.01%
1874,Slovakia,data management associate,female,1,0.01%
1875,Slovakia,data management associate,male,1,0.01%
1876,Slovakia,data management information technology specialist,female,1,0.01%
1877,Slovakia,data operations director,male,1,0.01%
1878,Slovakia,data processing auditor,male,1,0.01%
1879,Slovakia,data processing consultant,male,1,0.01%
1880,Slovakia,data processing manager,female,1,0.01%
1881,Slovakia,data processing systems analyst,male,1,0.01%
1882,Slovakia,data processing systems project planner,female,1,0.01%
1883,Romania,scada operator supervisory control and data acquisition operator,male,1,0.01%
1884,Romania,medical data analyst,male,1,0.01%
1885,Spain,data entry associate,female,1,0.01%
1886,Romania,marketing database analyst,male,1,0.01%
1887,Romania,database modeler,female,1,0.01%
1888,Romania,database programmer,female,1,0.01%
1889,Romania,database programmer,male,1,0.01%
1890,Romania,database security expert,female,1,0.01%
1891,Romania,database software technician,male,1,0.01%
1892,Romania,database technician,male,1,0.01%
1893,Romania,databases computer consultant,male,1,0.01%
1894,Romania,databases software consultant,male,1,0.01%
1895,Romania,director of data operations,female,1,0.01%
1896,Romania,electronic data interchange system developer edi system developer,female,1,0.01%
1897,Romania,electronic data interchange system developer edi system developer,male,1,0.01%
1898,Romania,electronic data processing auditor edp auditor,female,1,0.01%
1899,Romania,engineer system electronic data processing engineer system edp,female,1,0.01%
1900,Romania,geographic information systems data administrator gis data administrator,female,1,0.01%
1901,Romania,geographic information systems data administrator gis data administrator,male,1,0.01%
1902,Romania,geographic information systems data manager gis data manager,female,1,0.01%
1903,Romania,geographic information systems data manager gis data manager,male,1,0.01%
1904,Romania,geographic information systems data specialist gis data specialist,male,1,0.01%
1905,Romania,gps field data collector global positioning system field data collector,male,1,0.01%
1906,Romania,health data analyst,male,1,0.01%
1907,Romania,internet database specialist,male,1,0.01%
1908,Slovakia,data processing systems project planner,male,1,0.01%
1909,Slovakia,data reviewer,female,1,0.01%
1910,Slovakia,data scientist,female,1,0.01%
1911,Slovakia,data security analyst,male,1,0.01%
1912,Slovenia,database administration manager,male,1,0.01%
1913,Slovenia,database developer,male,1,0.01%
1914,Slovenia,database modeler,male,1,0.01%
1915,Slovenia,databases computer consultant,male,1,0.01%
1916,Slovenia,engineer system electronic data processing engineer system edp,male,1,0.01%
1917,Spain,analytical data miner,male,1,0.01%
1918,Spain,business database analyst,female,1,0.01%
1919,Spain,business database analyst,male,1,0.01%
1920,Spain,clinical data abstractor,male,1,0.01%
1921,Spain,clinical data associate,female,1,0.01%
1922,Spain,clinical data associate,male,1,0.01%
1923,Spain,clinical data management manager cdm manager,female,1,0.01%
1924,Spain,clinical data specialist,female,1,0.01%
1925,Spain,crime data specialist,male,1,0.01%
1926,Spain,data analysis assistant,male,1,0.01%
1927,Spain,data analyst,female,1,0.01%
1928,Spain,data collector,female,1,0.01%
1929,Spain,data communications technician,female,1,0.01%
1930,Spain,data communications technician,male,1,0.01%
1931,Spain,data control clerk supervisor,male,1,0.01%
1932,Spain,data conversion operator,female,1,0.01%
1933,Slovenia,data warehouse architect,male,1,0.01%
1934,Slovenia,data systems manager,male,1,0.01%
1935,Slovenia,data security administrator,female,1,0.01%
1936,Slovakia,flight data technician,male,1,0.01%
1937,Slovakia,data systems manager,female,1,0.01%
1938,Slovakia,database consultant,male,1,0.01%
1939,Slovakia,database engineer,male,1,0.01%
1940,Slovakia,database manager,female,1,0.01%
1941,Slovakia,database security administrator,male,1,0.01%
1942,Slovakia,database specialist,male,1,0.01%
1943,Slovakia,database tester,male,1,0.01%
1944,Slovakia,databases computer consultant,male,1,0.01%
1945,Slovakia,databases software consultant,male,1,0.01%
1946,Slovakia,geographic information systems data administrator gis data administrator,female,1,0.01%
1947,Slovenia,data processing systems analyst,female,1,0.01%
1948,Slovakia,geographic information systems data manager gis data manager,male,1,0.01%
1949,Slovakia,internet database specialist,male,1,0.01%
1950,Slovenia,automatic data processing customer liaison adp customer liaison,male,1,0.01%
1951,Slovenia,automatic data processing planner,male,1,0.01%
1952,Slovenia,clinical data associate,male,1,0.01%
1953,Slovenia,data center operator,male,1,0.01%
1954,Slovenia,data communications software consultant,male,1,0.01%
1955,Slovenia,data management information technology specialist,male,1,0.01%
1956,Slovenia,data processing auditor,male,1,0.01%
1957,Netherlands,database specialist,male,1,0.01%
1958,Netherlands,database security administrator,male,1,0.01%
1959,Germany,databases software consultant,female,1,0.01%
1960,Greece,database manager,female,1,0.01%
1961,Greece,database marketing analyst,male,1,0.01%
1962,Greece,database modeler,female,1,0.01%
1963,Greece,database modeler,male,1,0.01%
1964,Greece,database programmer,female,1,0.01%
1965,Greece,database software technician,male,1,0.01%
1966,Greece,database specialist,female,1,0.01%
1967,Greece,database specialist,male,1,0.01%
1968,Greece,database tester,female,1,0.01%
1969,Greece,database tester,male,1,0.01%
1970,Greece,databases computer consultant,female,1,0.01%
1971,Greece,databases computer consultant,male,1,0.01%
1972,Greece,electronic data interchange system developer edi system developer,male,1,0.01%
1973,Greece,electronic data processing auditor edp auditor,female,1,0.01%
1974,Greece,geographic information systems data manager gis data manager,female,1,0.01%
1975,Greece,geographic information systems database administrator gis database administrator,male,1,0.01%
1976,Greece,log data technician,male,1,0.01%
1977,Greece,micro computer data processor,female,1,0.01%
1978,Greece,micro computer data processor,male,1,0.01%
1979,Greece,scada technician supervisory control and data acquisition technician,female,1,0.01%
1980,Greece,sql database administrator,female,1,0.01%
1981,Greece,weight in motion field data collection technician,male,1,0.01%
1982,Greece,database manager,male,1,0.01%
1983,Greece,database management system specialist dbms specialist,female,1,0.01%
1984,Hungary,automatic data processing planner,male,1,0.01%
1985,Greece,database design analyst,female,1,0.01%
1986,Greece,data miner,male,1,0.01%
1987,Greece,data modeling specialist,female,1,0.01%
1988,Greece,data officer,male,1,0.01%
1989,Greece,data processing consultant,female,1,0.01%
1990,Greece,data processing consultant,male,1,0.01%
1991,Greece,data processing manager,female,1,0.01%
1992,Greece,data processing systems analyst,male,1,0.01%
1993,Greece,data processing systems project planner,female,1,0.01%
1994,Greece,data processor,female,1,0.01%
1995,Greece,data scientist,female,1,0.01%
1996,Greece,data scientist,male,1,0.01%
1997,Greece,data systems manager,male,1,0.01%
1998,Greece,data warehouse architect,female,1,0.01%
1999,Greece,database administration associate,female,1,0.01%
2000,Greece,database administration associate,male,1,0.01%
2001,Greece,database administration manager,female,1,0.01%
2002,Greece,database administration manager,male,1,0.01%
2003,Greece,database administration project manager,male,1,0.01%
2004,Greece,database architect,male,1,0.01%
2005,Greece,database consultant,female,1,0.01%
2006,Greece,database consultant,male,1,0.01%
2007,Hungary,automatic data processing customer liaison adp customer liaison,male,1,0.01%
2008,Hungary,automatic data processing systems security specialist adp systems security,female,1,0.01%
2009,Greece,data examination clerk,male,1,0.01%
2010,Hungary,data processing systems project planner,male,1,0.01%
2011,Hungary,data warehouse architect,male,1,0.01%
2012,Hungary,database administration associate,male,1,0.01%
2013,Hungary,database administration manager,female,1,0.01%
2014,Hungary,database administration manager,male,1,0.01%
2015,Hungary,database analyst,female,1,0.01%
2016,Hungary,database coordinator,male,1,0.01%
2017,Hungary,database design analyst,male,1,0.01%
2018,Hungary,database designer,male,1,0.01%
2019,Hungary,database developer,male,1,0.01%
2020,Hungary,database manager,male,1,0.01%
2021,Hungary,database marketing analyst,female,1,0.01%
2022,Hungary,database marketing analyst,male,1,0.01%
2023,Hungary,database modeler,male,1,0.01%
2024,Hungary,database programmer,female,1,0.01%
2025,Hungary,database security administrator,male,1,0.01%
2026,Hungary,database software technician,female,1,0.01%
2027,Hungary,database software technician,male,1,0.01%
2028,Hungary,database tester,male,1,0.01%
2029,Hungary,databases software consultant,female,1,0.01%
2030,Hungary,databases software consultant,male,1,0.01%
2031,Hungary,director of data operations,female,1,0.01%
2032,Sweden,sql database administrator,male,1,0.01%
2033,Hungary,data processing systems analyst,male,1,0.01%
2034,Hungary,customer data technician,female,1,0.01%
2035,Hungary,data processing systems analyst,female,1,0.01%
2036,Hungary,data acquisition technician,male,1,0.01%
2037,Hungary,data analysis assistant,male,1,0.01%
2038,Hungary,data capture clerk,female,1,0.01%
2039,Hungary,data capture specialist,male,1,0.01%
2040,Hungary,data collection technician,female,1,0.01%
2041,Hungary,data communications software consultant,female,1,0.01%
2042,Hungary,data conversion operator,female,1,0.01%
2043,Hungary,data coordinator,female,1,0.01%
2044,Hungary,data entry machine operator,male,1,0.01%
2045,Hungary,data entry supervisor,male,1,0.01%
2046,Hungary,data entry technician,male,1,0.01%
2047,Hungary,data keyer,male,1,0.01%
2048,Hungary,data management associate,female,1,0.01%
2049,Hungary,data modeling specialist,female,1,0.01%
2050,Hungary,data modeling specialist,male,1,0.01%
2051,Hungary,data operations director,female,1,0.01%
2052,Hungary,data processing auditor,female,1,0.01%
2053,Hungary,data processing auditor,male,1,0.01%
2054,Hungary,data processing auxiliary equipment operator,female,1,0.01%
2055,Hungary,data processing manager,female,1,0.01%
2056,Hungary,data processing supervisor,male,1,0.01%
2057,Greece,data keyer,male,1,0.01%
2058,Greece,data entry technician,male,1,0.01%
2059,Netherlands,database development and administration project manager,female,1,0.01%
2060,Great Britain,data abstractor,female,1,0.01%
2061,Great Britain,data analyst,male,1,0.01%
2062,Great Britain,data center manager,female,1,0.01%
2063,Great Britain,data center operator,female,1,0.01%
2064,Great Britain,data collection technician,female,1,0.01%
2065,Great Britain,data collector,male,1,0.01%
2066,Great Britain,data compiler,female,1,0.01%
2067,Great Britain,data compiler,male,1,0.01%
2068,Great Britain,data conversion operator,male,1,0.01%
2069,Great Britain,data entry associate,female,1,0.01%
2070,Great Britain,data entry clerk,female,1,0.01%
2071,Great Britain,data entry machine operator,male,1,0.01%
2072,Great Britain,data entry operator,male,1,0.01%
2073,Great Britain,data entry representative,female,1,0.01%
2074,Great Britain,data entry technician,female,1,0.01%
2075,Great Britain,data keyer,female,1,0.01%
2076,Great Britain,data management information technology specialist,male,1,0.01%
2077,Great Britain,data management manager,male,1,0.01%
2078,Great Britain,data modeler,female,1,0.01%
2079,Great Britain,data modeler,male,1,0.01%
2080,Great Britain,data processing auxiliary equipment operator,male,1,0.01%
2081,Great Britain,data processing control clerk,female,1,0.01%
2082,Great Britain,data acquisition technician,male,1,0.01%
2083,Great Britain,customer data technician,male,1,0.01%
2084,Great Britain,data processing supervisor,female,1,0.01%
2085,Great Britain,crime data specialist,male,1,0.01%
2086,Germany,electronic data processing auditor edp auditor,female,1,0.01%
2087,Germany,gps field data collector global positioning system field data collector,female,1,0.01%
2088,Germany,health data analyst,male,1,0.01%
2089,Germany,lidar data analyst,male,1,0.01%
2090,Germany,log data technician,female,1,0.01%
2091,Germany,maintenance data analyst,female,1,0.01%
2092,Germany,marketing database analyst,female,1,0.01%
2093,Germany,micro computer data processor,female,1,0.01%
2094,Germany,micro computer data processor,male,1,0.01%
2095,Germany,scada operator supervisory control and data acquisition operator,male,1,0.01%
2096,Germany,scada technician supervisory control and data acquisition technician,male,1,0.01%
2097,Germany,sql database administrator,female,1,0.01%
2098,Germany,survey data technician,male,1,0.01%
2099,Germany,voice and data technician,female,1,0.01%
2100,Great Britain,analytical data miner,female,1,0.01%
2101,Great Britain,analytical data miner,male,1,0.01%
2102,Great Britain,business database analyst,male,1,0.01%
2103,Great Britain,clinical data associate,female,1,0.01%
2104,Great Britain,clinical data management associate director,female,1,0.01%
2105,Great Britain,clinical data manager,male,1,0.01%
2106,Great Britain,clinical data specialist,female,1,0.01%
2107,Great Britain,data processing mechanic,male,1,0.01%
2108,Great Britain,data reviewer,female,1,0.01%
2109,Greece,data entry clerk,female,1,0.01%
2110,Great Britain,maintenance data analyst,male,1,0.01%
2111,Great Britain,micro computer data processor,female,1,0.01%
2112,Great Britain,scada operator supervisory control and data acquisition operator,female,1,0.01%
2113,Great Britain,scada technician supervisory control and data acquisition technician,male,1,0.01%
2114,Great Britain,survey data technician,male,1,0.01%
2115,Greece,automatic data processing customer liaison adp customer liaison,male,1,0.01%
2116,Greece,automatic data processing planner,male,1,0.01%
2117,Greece,automatic data processing planner adp planner,male,1,0.01%
2118,Greece,clinical data abstractor,female,1,0.01%
2119,Greece,clinical data abstractor,male,1,0.01%
2120,Greece,clinical data associate,female,1,0.01%
2121,Greece,computer or data processing systems consultant,female,1,0.01%
2122,Greece,customer data technician,male,1,0.01%
2123,Greece,data abstractor,female,1,0.01%
2124,Greece,data abstractor,male,1,0.01%
2125,Greece,data administrator,female,1,0.01%
2126,Greece,data administrator,male,1,0.01%
2127,Greece,data base design analyst,female,1,0.01%
2128,Greece,data communications analyst,male,1,0.01%
2129,Greece,data communications software consultant,male,1,0.01%
2130,Greece,data communications technician,male,1,0.01%
2131,Greece,data coordinator,male,1,0.01%
2132,Great Britain,marketing database analyst,female,1,0.01%
2133,Great Britain,maintenance data analyst,female,1,0.01%
2134,Great Britain,data reviewer,male,1,0.01%
2135,Great Britain,log data technician,male,1,0.01%
2136,Great Britain,data sciences director,male,1,0.01%
2137,Great Britain,data scientist,female,1,0.01%
2138,Great Britain,data specialist,female,1,0.01%
2139,Great Britain,data systems manager,female,1,0.01%
2140,Great Britain,data technician,female,1,0.01%
2141,Great Britain,data typist,male,1,0.01%
2142,Great Britain,database administration project manager,female,1,0.01%
2143,Great Britain,database administrator dba,male,1,0.01%
2144,Great Britain,database analyst,female,1,0.01%
2145,Great Britain,database analyst,male,1,0.01%
2146,Great Britain,database architect,female,1,0.01%
2147,Great Britain,database developer,male,1,0.01%
2148,Great Britain,database development and administration project manager,female,1,0.01%
2149,Great Britain,database development project manager,male,1,0.01%
2150,Great Britain,database programmer,female,1,0.01%
2151,Great Britain,database technician,male,1,0.01%
2152,Great Britain,databases computer consultant,female,1,0.01%
2153,Great Britain,director of data operations,female,1,0.01%
2154,Great Britain,field traffic data technician,male,1,0.01%
2155,Great Britain,flight data technician,male,1,0.01%
2156,Great Britain,gps field data collector global positioning system field data collector,female,1,0.01%
2157,Hungary,director of data operations,male,1,0.01%
2158,Hungary,electronic data interchange system developer edi system developer,female,1,0.01%
2159,Hungary,electronic data processing auditor edp auditor,female,1,0.01%
2160,Latvia,director of data operations,male,1,0.01%
2161,Latvia,weight in motion field data collection technician,male,1,0.01%
2162,Lithuania,clinical data management associate director,male,1,0.01%
2163,Lithuania,data entry specialist,female,1,0.01%
2164,Lithuania,data operations director,male,1,0.01%
2165,Lithuania,data processing auditor,female,1,0.01%
2166,Lithuania,data processing systems project planner,female,1,0.01%
2167,Lithuania,data security administrator,female,1,0.01%
2168,Lithuania,data warehouse architect,male,1,0.01%
2169,Lithuania,database administration manager,female,1,0.01%
2170,Lithuania,database design analyst,female,1,0.01%
2171,Lithuania,database designer,male,1,0.01%
2172,Lithuania,database management system specialist dbms specialist,male,1,0.01%
2173,Lithuania,database manager,male,1,0.01%
2174,Lithuania,database security administrator,male,1,0.01%
2175,Lithuania,database specialist,male,1,0.01%
2176,Lithuania,director of data operations,male,1,0.01%
2177,Lithuania,internet database specialist,male,1,0.01%
2178,Lithuania,maintenance data analyst,male,1,0.01%
2179,Lithuania,oracle database administrator oracle dba,male,1,0.01%
2180,Lithuania,sql database administrator,male,1,0.01%
2181,Lithuania,voice and data technician,male,1,0.01%
2182,Latvia,head of information systems and data processing,male,1,0.01%
2183,Latvia,databases computer consultant,male,1,0.01%
2184,Luxembourg,automatic data processing systems security specialist adp systems security,male,1,0.01%
2185,Latvia,database design analyst,male,1,0.01%
2186,Italy,micro computer data processor,male,1,0.01%
2187,Italy,scada operator supervisory control and data acquisition operator,male,1,0.01%
2188,Italy,scada technician supervisory control and data acquisition technician,female,1,0.01%
2189,Italy,scada technician supervisory control and data acquisition technician,male,1,0.01%
2190,Italy,scientific database curator,male,1,0.01%
2191,Italy,survey data technician,female,1,0.01%
2192,Italy,voice and data technician,female,1,0.01%
2193,Latvia,clinical data manager,male,1,0.01%
2194,Latvia,data analyst,male,1,0.01%
2195,Latvia,data architect,male,1,0.01%
2196,Latvia,data base design analyst,female,1,0.01%
2197,Latvia,data communications analyst,male,1,0.01%
2198,Latvia,data conversion operator,male,1,0.01%
2199,Latvia,data coordinator,male,1,0.01%
2200,Latvia,data operations director,male,1,0.01%
2201,Latvia,data processing clerk,female,1,0.01%
2202,Latvia,data processing manager,female,1,0.01%
2203,Latvia,data processing systems project planner,male,1,0.01%
2204,Latvia,data systems manager,male,1,0.01%
2205,Latvia,data warehouse architect,male,1,0.01%
2206,Latvia,database administration associate,male,1,0.01%
2207,Luxembourg,automatic data processing systems security specialist adp systems security,female,1,0.01%
2208,Luxembourg,data communications software consultant,female,1,0.01%
2209,Hungary,field traffic data technician,female,1,0.01%
2210,Netherlands,data entry associate,male,1,0.01%
2211,Netherlands,data examination clerk,male,1,0.01%
2212,Netherlands,data management information technology specialist,female,1,0.01%
2213,Netherlands,data management information technology specialist,male,1,0.01%
2214,Netherlands,data manager,female,1,0.01%
2215,Netherlands,data processing auditor,male,1,0.01%
2216,Netherlands,data processing control clerk,male,1,0.01%
2217,Netherlands,data processing equipment repairer,male,1,0.01%
2218,Netherlands,data processing mechanic,female,1,0.01%
2219,Netherlands,data processing systems analyst,female,1,0.01%
2220,Netherlands,data sciences director,female,1,0.01%
2221,Netherlands,data scientist,female,1,0.01%
2222,Netherlands,data systems manager,male,1,0.01%
2223,Netherlands,data technician,male,1,0.01%
2224,Netherlands,database administration associate,female,1,0.01%
2225,Netherlands,database administration manager,male,1,0.01%
2226,Netherlands,database administration project manager,male,1,0.01%
2227,Netherlands,database analyst,female,1,0.01%
2228,Netherlands,database architect,female,1,0.01%
2229,Netherlands,database consultant,female,1,0.01%
2230,Netherlands,database design analyst,male,1,0.01%
2231,Netherlands,database designer,female,1,0.01%
2232,Netherlands,data entry supervisor,female,1,0.01%
2233,Netherlands,data coordinator,female,1,0.01%
2234,Luxembourg,data conversion operator,male,1,0.01%
2235,Netherlands,data control assistant,male,1,0.01%
2236,Luxembourg,data processing auditor,female,1,0.01%
2237,Luxembourg,database design analyst,male,1,0.01%
2238,Luxembourg,database security administrator,female,1,0.01%
2239,Luxembourg,geographic information systems database administrator gis database administrator,male,1,0.01%
2240,Malta,data scientist,male,1,0.01%
2241,Malta,database coordinator,female,1,0.01%
2242,Malta,database coordinator,male,1,0.01%
2243,Malta,geographic information systems data administrator gis data administrator,male,1,0.01%
2244,Malta,internet database specialist,male,1,0.01%
2245,Netherlands,automatic data processing systems security specialist adp systems security,female,1,0.01%
2246,Netherlands,business database analyst,female,1,0.01%
2247,Netherlands,clinical data associate,male,1,0.01%
2248,Netherlands,clinical data manager,male,1,0.01%
2249,Netherlands,data analysis assistant,female,1,0.01%
2250,Netherlands,data analyst,male,1,0.01%
2251,Netherlands,data collection technician,male,1,0.01%
2252,Netherlands,data collector,male,1,0.01%
2253,Netherlands,data communications analyst,male,1,0.01%
2254,Netherlands,data communications software consultant,male,1,0.01%
2255,Netherlands,data compiler,male,1,0.01%
2256,Netherlands,data control assistant,female,1,0.01%
2257,Italy,micro computer data processor,female,1,0.01%
2258,Italy,marketing database analyst,female,1,0.01%
2259,Italy,head of information systems and data processing,female,1,0.01%
2260,Ireland,data processing manager,female,1,0.01%
2261,Ireland,data processing systems project planner,male,1,0.01%
2262,Ireland,data scientist,male,1,0.01%
2263,Ireland,data security administrator,male,1,0.01%
2264,Ireland,data specialist,male,1,0.01%
2265,Ireland,database administration associate,female,1,0.01%
2266,Ireland,database architect,male,1,0.01%
2267,Ireland,database consultant,female,1,0.01%
2268,Ireland,database designer,female,1,0.01%
2269,Ireland,database modeler,female,1,0.01%
2270,Ireland,database modeler,male,1,0.01%
2271,Ireland,database security administrator,female,1,0.01%
2272,Ireland,electronic data processing auditor edp auditor,female,1,0.01%
2273,Ireland,geographic information systems data manager gis data manager,female,1,0.01%
2274,Ireland,geographic information systems data manager gis data manager,male,1,0.01%
2275,Ireland,geographic information systems data specialist gis data specialist,female,1,0.01%
2276,Ireland,lidar data analyst,male,1,0.01%
2277,Ireland,oracle database administrator oracle dba,male,1,0.01%
2278,Ireland,reference data expert,female,1,0.01%
2279,Ireland,sql database administrator,male,1,0.01%
2280,Italy,business database analyst,female,1,0.01%
2281,Italy,clinical data abstractor,male,1,0.01%
2282,Ireland,data processing mechanic,female,1,0.01%
2283,Ireland,data processing consultant,male,1,0.01%
2284,Italy,gps field data collector global positioning system field data collector,male,1,0.01%
2285,Ireland,data processing consultant,female,1,0.01%
2286,Hungary,field traffic data technician,male,1,0.01%
2287,Hungary,flight test data acquisition technician,male,1,0.01%
2288,Hungary,geographic information systems data manager gis data manager,female,1,0.01%
2289,Hungary,geographic information systems database administrator gis database administrator,male,1,0.01%
2290,Hungary,head of information systems and data processing,female,1,0.01%
2291,Hungary,health data analyst,female,1,0.01%
2292,Hungary,internet database specialist,female,1,0.01%
2293,Hungary,internet database specialist,male,1,0.01%
2294,Hungary,marketing database analyst,female,1,0.01%
2295,Hungary,oracle database administrator oracle dba,male,1,0.01%
2296,Ireland,automatic data processing planner adp planner,male,1,0.01%
2297,Ireland,automatic data processing systems security specialist adp systems security,female,1,0.01%
2298,Ireland,data acquisition technician,male,1,0.01%
2299,Ireland,data architect,male,1,0.01%
2300,Ireland,data control clerk supervisor,female,1,0.01%
2301,Ireland,data input clerk,male,1,0.01%
2302,Ireland,data management associate,female,1,0.01%
2303,Ireland,data management associate,male,1,0.01%
2304,Ireland,data miner,female,1,0.01%
2305,Ireland,data processing auditor,female,1,0.01%
2306,Ireland,data processing auditor,male,1,0.01%
2307,Italy,clinical data analyst,male,1,0.01%
2308,Italy,clinical data coordinator,male,1,0.01%
2309,Italy,clinical data management associate director,male,1,0.01%
2310,Italy,clinical data management manager cdm manager,male,1,0.01%
2311,Italy,data sciences director,male,1,0.01%
2312,Italy,data security administrator,male,1,0.01%
2313,Italy,data specialist,female,1,0.01%
2314,Italy,data technician,male,1,0.01%
2315,Italy,data typist,male,1,0.01%
2316,Italy,database administration manager,female,1,0.01%
2317,Italy,database administration project manager,male,1,0.01%
2318,Italy,database administrator dba,male,1,0.01%
2319,Italy,database design analyst,female,1,0.01%
2320,Italy,database developer,female,1,0.01%
2321,Italy,database developer,male,1,0.01%
